,id,doc_type,restrict_type,date,grade,duration,description,injury
700,NOCO_RISI_01_Part1631,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/8/19,Check,5mins,"Had a hard time being respectful, was notin control , Knocking over Objects and escilityBehavior entering time out room:escortedBehavior exiting time out room:",
701,NOCO_RISI_01_Part1632,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 4/8/19,door open,42mins,"1:03making comments towards staff and gettingdoor closevery silly , went to get an I pad and tried to1:10",
702,NOCO_RISI_01_Part1633,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/8/19,Check,5mins,"was mad that She could Only get a 5min Ipad break. Knocked over materials on.the counter,Behavior entering time out room:",
703,NOCO_RISI_01_Part1634,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 4/8/19,Check,self,was Still upset at staffBehavior entering time out room:cryinj. walked herself inBehavior exiting time out room:walked out in control,
704,NOCO_RISI_01_Part1635,ASC Time Out Room Log-Roon,ASC Time Out Room Log-Roon,Date: 4/5/19,Check,Staff Monitoring time out room:,upset because she had to do morningwork and said it was too hard/ longRehavior entering time out room:creaming / Knocking over objects in theroom throwing objects.,
705,NOCO_RISI_01_Part1636,,,Date: 4/5/19,,escalate,Frustrated with her work so shewas kicking The walls and Then directedto the TO roomBehavior entering time out room:Screaming and threatening to kill,
706,NOCO_RISI_01_Part1637,ASC Time Out Room Log-Roon -,ASC Time Out Room Log-Roon -,Date: 4/4/19,Check,3ml,got upset when told for her to tosit in her seat So She startedthrow objectsB~havior entering time out room:hitting t10 walls / yelling,
707,NOCO_RISI_01_Part1638,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/2/19,Check,Elapsed Time: 217 min,"was about to earn. special morie. Beganwas Jstupid. was prompted to take a seatcalling students nevds and saying the movistaff, attempted to run out ofat the back table. began scraming threaten,",
708,NOCO_RISI_01_Part1639,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/2/19,Check,"11 min,","was upset when an aide suggested Sheplay with Rev pears - Began screaming,body not in control, throwing materialsRehavior entering time out room:in. by staff",
709,NOCO_RISI_01_Part164,ASC Time Out Room Log - Room 4,ASC Time Out Room Log - Room 4,Date: 4 / 24 / 17,2nd,18 min,"materials , cursing, and climbing on the ledge inbe came unsafe in the class throwingthe library He was unable to get his body safeand needed the quiet room to get calm.Behavior entering time out room:",
710,NOCO_RISI_01_Part1640,ASC Time Out Room Log-Room,ASC Time Out Room Log-Room,Date: 4/1/19,Check,15 mins,"was mad about an activity she had to doduring social group and wouldn't let staff helpher, fligped over chairs and pushed over papersBehavior entering time out room:Escorled . body not incontal",
711,NOCO_RISI_01_Part1641,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/1/19,Check,Elapsed Time: 22 min.,"did not want to complete an activity in the gym.came into the room screaming Attempted totake a break in Alaska, but continued to escalate, hittingand kiding walls, gradbing at staffchavior entering time out room:",
712,NOCO_RISI_01_Part1642,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/29/19,Check,Thr. 2 min.,was frustrated with the work demand.11:21 --Began screaming and ran self to the1:5 -,
713,NOCO_RISI_01_Part1643,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/28/19,Check,12 mins,"mad at a Comment staff made, began to tell.theteacher to Shutup knocked over papers and pens,threw pencil at staff.Behavior entering time out room:Cocorted by staff, body not in control",
714,NOCO_RISI_01_Part1644,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/28/19,Check,Elapsed Time: 16 min.,"decided she no longer wanted to do thety Ping activity. She began screaming pushing the table,and knocking things off of the table. - was walkedto oozy area Continued to scream and escalatewasSlamming cabinets.",
715,NOCO_RISI_01_Part1645,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/29/19,Check,12 mina,"was screamiy at staff and Knocky overobjects on He counter.Behavior entering time out room:Body not in control , guided by staffBehavior exiting time out room:",
716,NOCO_RISI_01_Part1646,ASC Time Out Room Log - -Room,ASC Time Out Room Log - -Room,Date: 3/27/19,Check,Staff Monitaring time out room:,"was. screaming at staff, puttiy hands onStaff, Knockiy over objects from He tableBehavior entering time out room:Body not in control guided bystaffBehavior exiting time out room:",
717,NOCO_RISI_01_Part1647,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/25/19,Check,49min.,"was upset when she had make - up waktodo. Began screaming, throwing objects. around room,grabbed staff, was unable to safely 48 quietcorrep.",
718,NOCO_RISI_01_Part1648,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/20/19,Check,4 mins,"was upset about a ware demand, staffoffered her aplace to calm dawn toBehavior entering time out room:yas upset but was allawing staff to help herWalle into the timeout room.",
719,NOCO_RISI_01_Part1649,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/18/19,Check,14mins,"was being unsafe in the Classroom. Yelling atstaff because she had to do work, Kept on trying toknock over objects.Behavior entering time out room:staff tool her hand and directed her. to",
720,NOCO_RISI_01_Part165,ASC Time Out Room Log - Room 4,ASC Time Out Room Log - Room 4,Date: 4/24/17,Check,9 min,,
721,NOCO_RISI_01_Part1650,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/15/19,A,Elapsed Time: 20 min.,did not want to complete part of her WIVKwas screaming and hitting the computer. Grabbedaide Aide took her hand and walked herto the time out room.Behavior entering time out room:,
722,NOCO_RISI_01_Part1651,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/14/19,Check,Staff Monitoring time out room:,to Talk.came to school upset. Staff was trying toLefthelp her. She yelled shut-up to staff when staffTO room,
723,NOCO_RISI_01_Part1652,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/13/19,Chedk,Elapsed Time: 2 mins,Frustrated at staff and beganthrowing chairsBehavior entering time out room:walked in banging and youngBehavior exiting time out room:,
724,NOCO_RISI_01_Part1653,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/13/19,Check,/ mins,upset because of recess. Disrespectfulto staff and not listening.Behavior entering time out room:Benging body on metal. cabinetBehavior exiting time out room:,
725,NOCO_RISI_01_Part1654,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3 112 19,Check,15mins,was. frustrated with Work demandBehavior entering time out room:Owalked herself inBehavior exiting time out room:Walked out with staff in control,
726,NOCO_RISI_01_Part1655,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/12/19,Check,Staff Monitoring time out room:,upset because. a peer aidted her ifshe was anghyBehavior entering time out room:can in and yellingBehavior exiting time out room:,
727,NOCO_RISI_01_Part1656,ASC Time Out Room Log-Room,ASC Time Out Room Log-Room,Date: 3 / 12 / 19,,a mins,"was upset during a dus cussion ofbig deal / little deal and matching reactionsBehavior entering time out room:illad in calmay, Then started cryingBehavior exiting time out room:",
728,NOCO_RISI_01_Part1657,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/12/19,Check,Elapsed Time: 3 min.,was upset and frustrated with anart assignmentBehavior entering time out room:walked in independentlyBehavior exiting time out room:,
729,NOCO_RISI_01_Part1658,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/17/18,Check,bmins,"was mad about having to talk Withateacher, started Screaming, hitting the WallBehavior entering time out room:D not in control , e scarted.Behavior exiting time out room:",
730,NOCO_RISI_01_Part1659,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 4/17/18,Check,Staff Monitoring time outroom:,"Did not want to share sand at center ?also did not want to do writingBehavior entering time out room:Velling, upset , hitting / punching the wallsBehavior exiting time out room:",
731,NOCO_RISI_01_Part166,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 4/13/17,Check,9 min,"be came escelated When sitting with anadult completing math- He threw materials, ursed,and yelled, he got on the floor, flipped chairsand yelled.Behavior entering time out room:",
732,NOCO_RISI_01_Part1660,"ASC Time Out Room Log - Room,","ASC Time Out Room Log - Room,",Date: 2/13/18,Check,1lemin,about H.Angry - took another students by and liedBehavior entering; time out room:Body not in control.ngry,
733,NOCO_RISI_01_Part1661,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/8/2018,Check,10 minutes,"DP became angry when asked to do make-up - workBehavior entering time out room:screaming, Kicking + punching walls.Behavior exiting time out room:cammy walked out on his own.",
734,NOCO_RISI_01_Part1662,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/2/18,Check,15 min,"was Mad that he had to take aparthis lego Ship for clean upBehavior entering time out room:loud, not in control of own body. hittingobjects",
735,NOCO_RISI_01_Part1663,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1 / 29/ 18,Check,15 min.,"- attampted to run out of room, hittingand kidking staff and selfBehavior entering time out room:) hitting self and staff - escortBehavior exiting time out room:",
736,NOCO_RISI_01_Part1664,ASC Time Out Room Log-Roor -,ASC Time Out Room Log-Roor -,Date: 1 /29/18,Check,24 min < staff talki,"attempting to run out of Classnoom,hitting and kicking teacherBehavior entering time out room:Body not in control - angry, physicallyAggressive towards stary",
737,NOCO_RISI_01_Part1665,"ASC Time Out Room Log - Roont,","ASC Time Out Room Log - Roont,",Date: 1/25/18,Check,"Elapsed Time: 6 min,","Crawling under table) Kicking Chairs and tableBehavior entering time out room:yelling ) very angry ran in to the timeautroom,Behavior exiting time out room:",
738,NOCO_RISI_01_Part1666,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/24/18,Check,7mins,"Got angry walked himself into Hetimeout roomBehavior entering time out room:very angry, body in controlBehavior exiting time out room:",
739,NOCO_RISI_01_Part1667,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 124/18,Check,20 mins,"was being unsafe, Kicking staff ,not followingdirections to stopBehavior entering time out room:C ScortBehavior exiting time out room:",
740,NOCO_RISI_01_Part1668,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/23/18,Check,15mins,Kilking Furniture in Classroom crawlingon Floors. not following staffs directions andengaging in unsafe behaviorsBehavior entering time out room:escorted:,
741,NOCO_RISI_01_Part1669,ASC Time Out Room Log-Roof -,ASC Time Out Room Log-Roof -,Date: 1/19/18,Check,Staff Monitoring time out room:,"Not making safe choices, pushing backshelf,flipping chairs, which led to the escourt.Behavior entering time out room:screaming at staff, body not in control,very mad",
742,NOCO_RISI_01_Part167,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 4/13/17,Check,12 min,was unsafe towards another student.He needed the quiet room to get safe WIMothers in the space.Behavior entering time out room:cursed at and threatered the,
743,NOCO_RISI_01_Part1670,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/19/18,Check,7mins,[jot angry and wasn't in controlBehavior entering time out room:walked in when Staff Suggested it as anPoption.Behavior exiting time out room:,
744,NOCO_RISI_01_Part1671,ASC Time Out Room Log - Roon,ASC Time Out Room Log - Roon,Date: 1 / 18 / 18,Check,5mins,was mad about a comment made tohim.Behavior entering time out room:was yelling and not happy. wantedto be left alone.,
745,NOCO_RISI_01_Part1672,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/13/18,Check,Staff Monitoring time out room:,"did not want to write during his writingcenter.Behavior entering time out room:Dyelling, stomping, banging fists on the tableBehavior exiting time out room:",
746,NOCO_RISI_01_Part1673,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 1/13/18,Check,Elapsed Time: 2 minutes,"did not want to write answers during hisreading center.Walked in to time out rom on his own.Behavior entering time out room:yelling , stamping, and banging on chairs",
747,NOCO_RISI_01_Part1674,ASC Time Out Room Log - Roor,ASC Time Out Room Log - Roor,Date: 1/10/18,Check,Elapsed Time: 5 minutes,"Struggling during Art, tried taking a breakin quiet space, hitting and kicking wallsBehavior entering time out room:walked in controlBehavior exiting time out room:",
748,NOCO_RISI_01_Part1675,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 1/8/18,Check,Elapsed Time: 20,- hitting and kicking wallsBehavior entering time out room:- escarted hitting and screamingBehavior exiting time out room:walked out with staff,
749,NOCO_RISI_01_Part1676,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/2/18,Check,,"-throwing objects, screaming running bodyinto adults and wallBehavior entering time out room:escorted by teacher, screaming and",
750,NOCO_RISI_01_Part1677,ASC Time Out Room Log - -Room,ASC Time Out Room Log - -Room,Date: 12/13/17,Check,Elapsed Time: 5 minutes,"- running and screaming through hallway,throwing furniture and breaking objectsBehavior entering time out room:- screaming and pushing staffBehavior exiting time out room:",
751,NOCO_RISI_01_Part1678,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/8/17,Check,Staff Monitoring time out room:,"was mad he didnt have time toCat when he did.Behavior entering time out room:want calm and not N ready to talk withStaff at staffi about What made him mad, was yelling",
