,id,doc_type,date,start_time,end_time,description,restraint_type
257,ASSS_RI_13-Part-23,Physical Restraint Documentation Form,Incident Date: 04/26/2018,2:05,Room 2:30 PM,"had begun science classwork at the computer following a previous episode and restraint (see other TCIS form). The plan was to complete science class, choose an activity at his desk during afternoon routine, and take the discussed bus home safely. previously that he had not earned because of his unsafe behavior at PE and again at the beginning of science and",
258,ASSS_RI_13-Part-24,Physical Restraint Documentation Form,04/24/2018,2:05,End Time: 2:11,The class was listening to read a book at the end of the day. was asked repeatedly to stay in his own,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
259,ASSS_RI_13-Part-25,Physical Restraint Documentation Form,04/09/2018,Start Time: 12:01,Break Room 12:11 PM,"While was in the break room, she was continually throwing her body into the door for 15 minutes without showing any signs of calming down. Staff told her to use her strategies to calm her body (legs up the wall, yoga poses or",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
260,ASSS_RI_13-Part-26,Physical Restraint Documentation Form,5/23/18,Incident Location:,T.O. room 9:55 Observers:,"tried to charge at a staff. Floaters intervened. punched, Kicked &",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
261,ASSS_RI_13-Part-27,Physical Restraint Documentation Form,0,Incident Location:,130 om Observers: Participants:,was in the hallway - getting a pass to 90 to her social worker . Another student who was upset came down and started b talk to,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
262,ASSS_RI_13-Part-28,Physical Restraint Documentation Form,05/14/2018,Start Time: 1:45 pm,2;05 pm Observers: Participants:,"became angry following expectations. he had earned ""free play"" however required to sit a few minutes to discuss an ""I could of done better "" he had earned during a lesson. He refused to answer staff, muttered curse words under his breath. Staff gave him space and reminders of play time. He shoved the table into the back of teacher as she",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
263,ASSS_RI_13-Part-3,Physical Restraint Documentation Form,03/01/2018,Start Time: 12:10,End Time: 1:20,"had earned lunch and a movie for having great behavior for the month of February. Once that was over, he started demanding that he call his father. He was reminded that his plan to call dad was at 2:00. didn't want to",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
264,ASSS_RI_13-Part-4,Physical Restraint Documentation Form,Incident Date: 03/16/2018,PM,12:50 PM Observers:,"was teasing a classmate about a girl staring at him in the classroom. The student asked him to stop somewhat rudely. The substitute also Intervened to ask to stop. At that poirit,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
265,ASSS_RI_13-Part-5,Physical Restraint Documentation Form,Incident Date: 03/28/2018,AM,End Time: 10:50,,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
266,ASSS_RI_13-Part-6,Physical Restraint Documentation Form,Incident Date: 04/24/2018,Start Time: 10:15,End Time: 10:30,"room when he became upset because he wasn't feeling well. He started screaming and fire yelling at his teacher was in when the she was trying to deescalate him, and then attempted to jump out the 2nd floor window escape wiondow. At this time, staff had to putt",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
267,ASSS_RI_13-Part-7,Physical Restraint Documentation Form,04/30/2018,PM,End Time: 12:45,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
268,ASSS_RI_13-Part-8,Physical Restraint Documentation Form,1:30,PM,Second Floor Hallway 1:45 pm PM,was in the classroom upset over his points. then started flipping chairs and desks. At this time staff called for assistance.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
269,ASSS_RI_13-Part-9,Physical Restraint Documentation Form,4/12/18,Incident Location:,1:47 Observers: out,pushed on the Aoaters Kicked staff. he bit staff,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
270,ASSS_RI_14-Part-1,Physical Restraint Documentation Form,05/25/2018,1:55,Room 2:15 PM,"had behavior issues on the playground at recess (11:00-11:20). At the end of the day when it was time to go over his rules for the day, was reminded of his actions from earlier. He became upset, and blamed everyone else",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
271,ASSS_RI_14-Part-10,Physical Restraint Documentation Form,05/23/2018,12:50,Time out area 1:05 PM,"was coming in from the playground and was irritated. He was swearing at staff and banging the wall walking down to take a break. He was kicking the wall in the time out area,trying to put his foot through it, when staff asked him not to do that, he became angry at the staff and hit her. There was not a blue room available so when he then tried to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
272,ASSS_RI_14-Part-11,Physical Restraint Documentation Form,05/14/2018,Start Time: 12:20,End Time: 12:30,"came into school out of sorts today. Was looking to try and argue over anything. didn't earn eating with a peer at lunch, and became upset:yelling, banging desk, then crying. He ate his lunch, in silence. At quiet time, he",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
273,ASSS_RI_14-Part-12,Physical Restraint Documentation Form,05/17/2018,11:05,Classroom 11:40 AM,"wasn't happy with his earned points today. He began to slam into his desk, and kick it around the room, and into his peers desk. Staff tried to help and reminded him to use his words. He then began to kick his chair around and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
274,ASSS_RI_14-Part-13,Physical Restraint Documentation Form,05/31/2018,10:05,Break Room 10:08 AM,"When was in the break room she repeatedly kicked staff. When staff stepped out of the break room and closed the door, she began charging the door from the back of the room while punching the window. Staff directed",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
275,ASSS_RI_14-Part-14,Physical Restraint Documentation Form,Incident Date: 05/09/2018,AM,End Time: 11:55,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
276,ASSS_RI_14-Part-15,Physical Restraint Documentation Form,05/09/2018,10:50,Room 11:10 AM,"got upset over forgetting to put his name on his homework. Students are often asked to write their name 5 times to support memory next time. wrote his name on the work, but refused to do the rest, He continued to sit at his",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
277,ASSS_RI_14-Part-16,Physical Restraint Documentation Form,05/09/2018,11:55,Room 12:15 PM,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
278,ASSS_RI_14-Part-17,Physical Restraint Documentation Form,Incident Date: 6/14/18,Start Time: 8:25,End Time: 8:35,and he got rat to back the classroom to the hall. he threa things off the continued calming briefly to take his meds. table when came off the bus very agitated. He,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
279,ASSS_RI_14-Part-18,Physical Restraint Documentation Form,06/04/2018,12:37,Classroom 12:41 PM,"was asked to sit at his desk. he began wrapping his legs around staff, flailing in an attempt to hit staff, and head butting staff. He was placed in a small child restraint to ensure his own safety, which was discontinued once was calm.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
