,id,doc_type,date,start_time,end_time,description,student_id
496,ASSS_SI_12_Part33,Time Out Room Log,"Date: Feb.1,2018",Time exited:,"Date: Feb.1,2018",LanguageBehavior during time out:Behavior upon exiting:,
497,ASSS_SI_12_Part34,Time Out Room Log,Date: 2-26-18,Time,,Kicked another studentsBehavior during time out:Behavior upon exiting:,
498,ASSS_SI_12_Part35,Time Out Room Log,"Date: February 15,2018",Time exited:,"Date: February 15,2018",lost temper kicked chairBehavior during time out:Behavior upon exiting:,
499,ASSS_SI_12_Part36,Time Out Room Log,Date: 2/14/2018,Time entered: 9:10,Time exited: 9:20,,
500,ASSS_SI_12_Part37,Time Out Room Log,,Time entered: 11:15am,Time exited: 11:24am,"was advised that earned time was over. He be gavethrowing items around. the room, He also threw a deskon the way to time = out, f pushed Staffs",
501,ASSS_SI_12_Part38,Time Out Room Log,Time entered:,Time exited:,02/15/2018,"received his medication at 8:25 am. In the classroom, he was running around, running into people and beinginsafe. Staff broughtto the time-out room to give him a less stimulating space to run around until his",
502,ASSS_SI_12_Part39,Time Out Room Log,Time entered:,Time exited:,02/13/2018,"received his medication at 8:25 am. In the classroom, he was running around, running into people and beinginsafe. Staff broughtto the time-out room to give him a less stimulating space to run around until his",
503,ASSS_SI_12_Part4,Time Out Room Log,Time entered:,Time exited:,1/24/18,was being distracting + not Jape during math- -hitting.crawling under decks + tables. When redirecting be began yelling then,
504,ASSS_SI_12_Part40,Time Out Room Log,Time entered:,Time exited:,02/12/2018,"received his medication at 8:25 am. In the classroom, he was running around and being unsafe. Staff broughtto the time-out room to give him a less stimulating space to run around until his medication took effect.Behavior during time out:",
505,ASSS_SI_12_Part41,Time Out Room Log,Time entered:,Time exited:,02/08/2018,was in the classroom and was very unsafe and aggressive all morning. Staff broughtto the time-outoom to give him a less stimulating space to run around.,
506,ASSS_SI_12_Part42,Time Out Room Log,Time entered:,Time exited:,12/14/2017,"received his medication at 9:20 am. He was able to be safely contained in the classroom for approximately 15minutes before his behavior escalated to a point that he was beginning to be unsafe (hopping around the classroom,climbing on people and furniture). Two staff walked",
507,ASSS_SI_12_Part43,Time Out Room Log,Time entered:,Time exited:,12/15/2017,"ran out of the room, was told to come back in and use his words thensran to the kitchen area and kickedthe drawers and then attempted to throw a chair. He was told by staff that if he wasn't making safe choices we would",
508,ASSS_SI_12_Part44,Time Out Room Log,Date: 2/9/18,,Time exited: 10'01,"cursing, WHITE - left the gym class and went to thelobby, then up and down the hall - walked to TOBehavior during time out:",
509,ASSS_SI_12_Part45,Time Out Room Log,Date: 2/8/18,8:15,Date: 2/8/18,"volitile, cursing, yelling, physically aggressiveBehavior during time out:Behavior upon exiting:",
510,ASSS_SI_12_Part46,Time Out Room Log,Date: 2/6/18,Time exited:,12:10,"hitting, yelling, cursing, Starting to fight withclass matesBehavior during time out:",
511,ASSS_SI_12_Part5,Time Out Room Log,Date: 2.15.18,1:20,Time exited: 210,"Screamly, not in control, disrupting class.Behavior during time out:Behavior upon exiting:",
512,ASSS_SI_12_Part6,Time Out Room Log,Date: 2/5/18,Time exited:,8:40,"yelling, cursing and throwing boots in classroom.Kicking staffBehavior during time out:",
513,ASSS_SI_12_Part7,Time Out Room Log,Date: 2.2.18,Time exited:,845,"Disruptive in class , screaming , yellingand using foul Language.Behavior during time out:",
514,ASSS_SI_12_Part8,Time Out Room Log,Date: 2.1.18,8:35,Time exited: 9:00,"in the kitchen, not following directions,Behavior during time out:Behavior upon exiting:",
515,ASSS_SI_12_Part9,Time Out Room Log,Date: 2/27/18,Time exited:,12:55,"running, screaming, Once in outside TO began tohit and Kick.Behavior during time out:",
516,ASSS_SI_13_Part1,Time Out Room Log,Date: 2/6/18,Time exited:,9:30a,"(hard hitting , cast on cursing, arm = yelling dangerous hitting)Behavior during time out:Behavior upon exiting:",
517,ASSS_SI_13_Part10,Time Out Room Log,02/06/2018,1:53,2:02,was not using materials Hegorout his seat and charged Staff with his fist out in front of him. He was removed to the break room.Behavior during time out:,
518,ASSS_SI_13_Part11,Time Out Room Log,02/12/2018,10:10,10:25,"was not following directions in art. He was sent back to the classroom until he was ready. After he got back into theclassroom, he began swinging his sweatshirt at staff. Staff removed the sweatshirt and put it on the filing cabinthen",
519,ASSS_SI_13_Part12,Time Out Room Log,02/02/2018,8:05,9:30,refused to get on the bus in the morning. On the bus he threw cereal at the monitor and driver. He was verbally agressivetowards other students. Upon arrival Benjamin refused to get off the bus. When staff intervened he hit and kicked staff.Behavior during time out:,
520,ASSS_SI_13_Part13,Time Out Room Log,02/05/2018,11,12:10,"It was time for Math centers. Benny started to complain and look upset. He was offered a three minute break, which he took. Uponreturn, he was still groaning, grumbling and complaining. Benjamin was offered help, but was disrespectful to staff. He slammed hisMath book down. Benny was warned about consequences and threw his pencil at staff. He was then removed from the classroom.",
521,ASSS_SI_13_Part14,Time Out Room Log,02/12/2018,2:05,2:30,"was frustrated that she couldn't choose the center she wanted to start at during our afternoon academic rotation. She was safefor the duration of the centers block, but did not complete her work. When it came time to report points and move to free time shereported accurately, then became very unsafe. She screamed and flipped her desk over, then began throwing the contents of her",
522,ASSS_SI_13_Part15,Time Out Room Log,02/15/2018,9:55,10:12,"Student left classroom after consequences were given for negative behavior and hid behind a door. The student then put hissneakers on. Because of his history of elopement, student was placed in Time Out room.Behavior during time out:",
523,ASSS_SI_13_Part16,Time Out Room Log,02/12/2018,1:51,2:10,"began crying, she was directed to leave the classroom because she was distracting her classmates. She refused to sit in thecommon area and began pushing into staff to try to get past her back into the classroom. Staff then put her in the break room.Behavior during time out:",
524,ASSS_SI_13_Part17,Time Out Room Log,Date: 3/20/18,1225,Time exited: 1230,abusive towards each other at lunch. Vahari was a skedand another student became verballyto leave lunchroom - he complied. Verbal abuse between the,
525,ASSS_SI_13_Part18,Time Out Room Log,Date: 3/13/18,1:30 pm,Time exited: 1:40 pow,Placing his gum on peers sweater hoodduring clean up jobs.-,
526,ASSS_SI_13_Part19,Time Out Room Log,Date: 3/20/18,Date: 3/20/18,Time exited: 1230,gotount the other student. He was directed to time out by staffup a different set of stairs by staff. He continued to,
527,ASSS_SI_13_Part2,Time Out Room Log,Date: 12.7.17,Time exited:,1130 AM,not following directions. boing dafter other students.causing a disruption in the classroom.Behavior during time out:,
528,ASSS_SI_13_Part20,Time Out Room Log,Date: 3/27/18,,Time exited: 9:30,"W as swearing during ELA whenreminded of expectants, he threwhis papert leftroom W/outpermission",
529,ASSS_SI_13_Part21,Time Out Room Log,Date: 3/28/18,Time entered: 11.30,Time exited: 1:30,"refused to comple to walkand when other strackstwent early recess, he beganto",
530,ASSS_SI_13_Part22,Time Out Room Log,Date: 2-19-18,Time exited:,Date: 2-19-18,,
531,ASSS_SI_13_Part23,Time Out Room Log,Date: 3/27/18,Time exited:,12:47,"in classrooms whenwas trying to bosts everyone andwas telling the staff to shut up and blocking doorways, Pushini",
532,ASSS_SI_13_Part24,Time Out Room Log,Date: 3/19/18,,Time exited: 2,"asked to see SocialworkerWhen told she wasn it available, Sierrah asked 1080tor flectable She may tear This place apart She was directed to",
533,ASSS_SI_13_Part25,Time Out Room Log,Date: 3-8-19,Time entered: 9145,Time exited: 10:05,was took S itting his Pen At Cap his + desk. threw He Ft was At asked his teacher If he needed starf directed any help. himhit as peer when walk to the + -ime out Room.to go to the B Mark Room.,
534,ASSS_SI_13_Part26,Time Out Room Log,3-8-18,Time entered: 1:20,1:40,was ap set. that he didn't earn enough points to use the IPADDuring lavned Activity time.Behavior duringtime out:,
535,ASSS_SI_13_Part27,Time Out Room Log,Date: 3/12/2018,Time exited:,8:10,,
536,ASSS_SI_13_Part28,Time Out Room Log,Date: 3-20-18,Time exited:,Date: 3-20-18,Refund to do any word or directions.Jack During throw the Teachers Papers for was directed in to the Time out Roomcentury,
537,ASSS_SI_13_Part29,Time Out Room Log,Date: 3-22-18,Time 11:50,,,
538,ASSS_SI_13_Part3,Time Out Room Log,Date: 2/14/18,Time entered: 12:55,Time exited: 2:45,"had successfully calmed after restraint, followingdirections + calicly sitting. The other students returned to the classroomfrom art class,",
539,ASSS_SI_13_Part30,Time Out Room Log,3-23,Time entered: 1:15,Date:,didnot earn clubs for Friday. He Flipped his desk wasDirected into Time out.Behavior during time out:,
540,ASSS_SI_13_Part31,Time Out Room Log,3/8/18,Time exited:,12:35,"started swearing, laughing, sticking Link cubes instudents faces, pulling books away from a student, runningaround the classroom.",
541,ASSS_SI_13_Part32,Time Out Room Log,3-19-18,Time entered: 11115,11:25,,
542,ASSS_SI_13_Part33,Time Out Room Log,1:15,Time exited:,Date:,face and was trying to get out of the room.Behavior upon exiting:Behavior during time out,
543,ASSS_SI_13_Part34,Time Out Room Log,Date: 3-9-18,Time exited:,10:28,After restraintBehavior during time.out:Behavior upon exiting:,
544,ASSS_SI_13_Part35,Time Out Room Log,Date: 3 - 9 - 18,Time exited:,12:32,then started running around getting in peers face.swearing and grabbed cards from students andBehavion during time out:,
545,ASSS_SI_13_Part36,Time Out Room Log,3/12/18,Time entered: 9:45,10:23,"tried to leave room then pulledthe storage container off the door and almost hit theteacher w/it, He ran behind teachers desk - other students",
546,ASSS_SI_13_Part37,Time Out Room Log,Date: 3/6/18,Time exited:,Date: 3/6/18,to S. & out of the game- little while later Peter ran out ofthe gym but was Compliant when,
547,ASSS_SI_13_Part38,Time Out Room Log,Date: 3/6/18,Time exited:,Date: 3/6/18,"and rail to tinae -outtaking PRN for headache. - stood up stating ""it feels worse""Behavior during time out:",
548,ASSS_SI_13_Part39,Time Out Room Log,3/19/18,Time exited:,1.10,was disrespectful to staff in PE.sent to T/O by coachBehavior during time out:,
549,ASSS_SI_13_Part4,Time Out Room Log,Date: 2/14,Time exited:,9:10,"had re-entered the classroom from to., at whichtime he had reviewed what he would be doing once re-entering the classroombecame angry that the other students were moving on to the next activity, immediately immedately",
550,ASSS_SI_13_Part40,Time Out Room Log,Date: 3/22/18,Time exited:,Date: 3/22/18,made a mistake in math.Behavior during time out:Behavior upon exiting:,
551,ASSS_SI_13_Part41,Time Out Room Log,Date: 3/26/18,Time exited:,Date: 3/26/18,"made a mistake, escalated,Physical aggression towards staffBehavior during time out:",
552,ASSS_SI_13_Part42,Time Out Room Log,Date: 3/28/18,Time exited:,Date: 3/28/18,made a mistakeBehavior during time out:Behavior upon exiting:,
553,ASSS_SI_13_Part43,Time Out Room Log,3/6/19,Time exited:,12.35,Behavior during time out:Behavior upon exiting:compliant,
554,ASSS_SI_13_Part44,Time Out Room Log,Date: 3/22/18,Time entered: 9:18,Time exited: 9:24,to Coach and students in gym class.Behavior during time out:Behavior upon exiting:,
555,ASSS_SI_13_Part45,Time Out Room Log,Date: 3/26/18,Time entered: 01:45,Time exited: 1:55,"was unrate in ALE ran out of room -opened at an outside door, yelled ""Fuck the Police"" at some policeofficers near the school leaping over table trying to tie a chair. to",
556,ASSS_SI_13_Part46,Time Out Room Log,Date: 3/26/18,Time exited:,Date: 3/26/18,,
557,ASSS_SI_13_Part47,Time Out Room Log,Time,,Staff person supervising student during time out:,Student began to bang his head on deskihis whilesitting in the quiet space re group.,
558,ASSS_SI_13_Part48,Time Out Room Log,Date: 3/22/18,Time exited:,11:01,"was asked to stop drinking gator adeso quickly, he came at- punched X 3.",
559,ASSS_SI_13_Part49,Time Out Room Log,3/26/18,10:05,Time exited: 10:24,refusing to do work.Behavior during time out:Behavior upon exiting:,
560,ASSS_SI_13_Part5,Time Out Room Log,2/14/18,Time entered: 8:45,Time exited: 9:05,had a coloring activity for morning work. He becameangry when Heir was no red marker in his caddy. He began accusing anotherstudent of stealing his marker.,
561,ASSS_SI_13_Part50,Time Out Room Log,Date: 3/26/18,10:32,Time exited: 10:46,,
562,ASSS_SI_13_Part51,Time Out Room Log,Date: 3/26/18,Time exited:,10:50,numerous times in classroomBehavior during time out:Behavior upon exiting:,
563,ASSS_SI_13_Part52,Time Out Room Log,3/28/18,8:30,Staff person supervising student during time out:,charged at staff afterthrowing anything he could at Ms Brayton .Behavior during time out:,
564,ASSS_SI_13_Part53,Time Out Room Log,Date: 3/28/18,Time exited:,1:15,"mocking , talking about peopleBehavior during time out:Behavior upon exiting:",
565,ASSS_SI_13_Part54,Time Out Room Log,Date: 3/29/18,Time exited:,11:15,Talking loud while a presentation wasgoing on in ALEBehavior during time out:,
566,ASSS_SI_13_Part55,Time Out Room Log,3-28-18,Time exited:,855 AM,,
567,ASSS_SI_13_Part56,Time Out Room Log,Time entered:,Time exited:,2/27/2018,activity * started chasing another student with the badmition raugustHe then teid to throw it in the classt in the gym.Behavior during time out:,
568,ASSS_SI_13_Part6,Time Out Room Log,Time entered:,02/27/2018,1:10,was in group and was getting silly. Teacher tried to talk to him and he began to cry. Teacher attempted to helpalmand he began to get agitated. Rahman began to scream and tried to flip the desk. He was stomping,
569,ASSS_SI_13_Part7,Time Out Room Log,Date: 2/9/2018,Time entered: 11:20 am,Time exited: 11:25am,Would not move outside classroom aftertold him to. He wasbeing disruptive,
