,0,1,2,3,4,5,6
883,2018-2019,5/17/19 1:26 PM Aggression towards staff.,,Intervention: Time Out (minutes),,,
884,,,"On his way to nurse, there was a situation in the fish bowl.  He took",,,,
885,,,"off, support was there. Tried running from support. Broke a bench.",,,,
886,2018-2019,12/11/18 12:05 PM,Escorted to timeout.,Intervention: Time Out (minutes),,,
887,,,"Ran out of time out room, when asked to go back, he ran out of",,,,
888,,,school. Support was called. Staff stayed with student until support,,,,
889,2018-2019,3/25/19 10:45 AM,arrived.,Intervention: Time Out (minutes),,,
890,,,"Was on a break at rocking chair.  ran from school, tried to run into",,,,
891,,,road. Staff got him and kept him safe until support came. Escorted to,,,,
892,2018-2019,3/25/19 12:05 PM,timeout.,Intervention: Time Out (minutes),,,
893,,,"Ran out of room without staff. When asked to come back, he ran from",,,,
894,2018-2019,3/26/19 9:05 AM,"building.  Support called, escorted to timeout.",Intervention: Time Out (minutes),,,
895,,,"Left class saying he was leaving school. Support called, he went after",,,,
896,2018-2019,3/28/19 9:30 AM,staff.  Escorted to time out.,Intervention: Time Out (minutes),,,
897,,,"In Pas room doing homework. Upset because he didn't want to do it,",,,,
898,2018-2019,3/28/19 11:00 AM,"went after staff.  Support called, escorted to timeout.",Intervention: Time Out (minutes),,,
899,,,"Student left class. Support called.  He went outside, started throwing",,,,
900,,,shoes/coat and rocks at staff. Got on bus. Bus refused to transport.,,,,
901,,,Kept throwing objects. Brought to timeout. Broke handle off on time,,,,
902,2018-2019,4/4/19 1:45 PM,out door and threw it at staff.,Intervention: Time Out (minutes),,,
903,,,"Separate location to make up work.  Ran from staff, unsafe. Support",,,,
904,2018-2019,4/10/19 9:02 AM,escorted to timeout.,Intervention: Time Out (minutes),,,
905,,,"Got in an argument with another student,  Tried fighting another",,,,
906,,,"student, staff intervened. Iggy tried to hurt staff, pushing, hitting and",,,,
907,2018-2019,4/29/19 1:40 PM,kicking. Support called. Timeout.,Intervention: Time Out (minutes),,,
908,,,was frustrated at another student calling names.  He went to get,,,,
909,,,"a baseball from his cubby, staff stopped him.  He slapped staff in the",,,,
910,2018-2019,5/13/19 10:40 AM,face.  Support called.,Intervention: Time Out (minutes),,,
911,,,Rodney and another student were exchanging words when things got,,,,
912,,,heated and it turned into a fist fight.  Support called. restraint used,,,,
913,2018-2019,7/10/18 12:02 PM,and escorted to time out.,Intervention: Time Out (minutes),,,
914,,,Another student was displaying negative behaviors.  Try was egging,,,,
915,,,him on.  He was told he would lose a point.  He began yelling at the,,,,
916,,,teacher.  Saying inappropriate names.  Directed to take a break. He,,,,
917,2018-2019,1/10/19 9:30 AM,began pushing the teacher.  Escorted to timeout.,Intervention: Time Out (minutes),,,
918,,,was upset she did not earn points. She began throwing her,,,,
919,2018-2019,10/3/18 10:50 AM,clipboard in the hall almost heating staff and students.,Intervention: Time Out (minutes),,,
920,,,Student did not want to make up work in tutorial. Became physically,,,,
921,2018-2019,10/16/18 9:05 AM,aggressive to staff/students.  Calmed and returned to class.,Intervention: Time Out (minutes),,,
922,,,Student was upset that she did not earn lunch in class. She sat in the,,,,
923,,,doorway of the class and began attempting to trip other students.,,,,
924,2018-2019,10/19/18 11:25 AM,When staff asked her to move she became aggressive.,Intervention: Time Out (minutes),,,
925,,,Another student was antagonizing  in Gym.  She asked him to,,,,
926,2018-2019,3/12/19 1:00 PM,"stop, he didn't. She swung at hit him. Support called,",Intervention: Time Out (minutes),,,
927,,,She became agitated. Began kicking and hitting staff. Escorted to,,,,
928,,,calming room and refused.  Blocking the door from other students.,,,,
929,2018-2019,3/21/19 8:26 AM,Escorted to timeout to calm.,Intervention: Time Out (minutes),,,
930,,,was upset that she did not earn lunch in classroom.  She,,,,
931,2018-2019,3/21/19 11:00 AM,began running and hiding.,Intervention: Time Out (minutes),,,
932,,,and another student began chasing each other around Home,,,,
933,,,and Careers. They refused to sit and calm. Running through the halls,,,,
934,2018-2019,3/21/19 12:00 PM,hiding.,Intervention: Time Out (minutes),,,
935,,,She didn't want to start in a separate location.  Became physically,,,,
936,2018-2019,4/4/19 8:05 AM,"aggressive,",Intervention: Time Out (minutes),,,
937,,,"Upset about not earning ECT. She became physical, escorted to",,,,
938,,,timeout.  Used sexual language toward staff. Refused to go to bus.,,,,
939,,,She hit staff with her backpack. She choked staff and spit in staff's,,,,
940,2018-2019,4/4/19 1:55 PM,eye.,Intervention: Time Out (minutes),,,
941,2018-2019,,2/27/19 10:30 AM Sexual behavior- cupping/grabbing crotch while in time out.,Intervention: Time Out (minutes),,,
942,2018-2019,,2/27/19 1:15 PM Student was restrained sue to physical aggression towards staff.,Intervention: Time Out (minutes),,,
943,,,Arguing with another student.  Refused  to stop.  She hit student.,,,,
944,2018-2019,4/26/19 12:30 PM,Students separated.,Intervention: Time Out (minutes),,,
945,,,"Student got off the swing, proceeded to walk away when a student",,,,
946,,,"walked by him, he became aggressive towards staff for no apparent",,,,
947,,,reason.  Support called. Student placed in restraint until support,,,,
948,2018-2019,8/15/18 12:00 AM,arrived.,Intervention: Time Out (minutes),,,
949,,,Student was being non compliant and aggressive towards staff in,,,,
950,2018-2019,8/15/18 12:15 PM,"ot/pt.  Support called, escorted to time out.",Intervention: Time Out (minutes),,,
951,,,Student was non compliant with staff and disrespectful towards,,,,
952,,,"students. When asked to stop by staff, student became aggressive.",,,,
953,2018-2019,8/16/18 8:10 AM,"Support called, escorted to timeout.",Intervention: Time Out (minutes),,,
954,,,Holden thought another student cut him off in line to open door.  He,,,,
955,2018-2019,9/5/18 12:35 PM,hit that student in the face. Support escorted to him to time out.,Intervention: Time Out (minutes),,,
956,,,Holden returned to class after a short nap.  While in group he became,,,,
957,2018-2019,9/7/18 9:10 AM,"upset, kicking and hitting staff.  Support called, escorted to time out.",Intervention: Time Out (minutes),,,
958,,,"Student wanted free time, it was time for bus.  He hit staff, escorted",,,,
959,2018-2019,10/1/18 2:15 PM,to time out.,Intervention: Time Out (minutes),,,
960,,,Holden was finishing OT when he became upset about a request the,,,,
961,,,"teacher gave him.  He hit another student.  Support called, escorted",,,,
962,2018-2019,10/9/18 9:50 AM,to timeout.,Intervention: Time Out (minutes),,,
963,,,Having his arms checked from previous incident. He hit another,,,,
964,2018-2019,10/9/18 10:00 AM,student.,Intervention: Time Out (minutes),,,
965,,,"Returning from art, was asked to put project away. Another student",,,,
966,,,was standing near him and he pushed him.  He was asked to calm in,,,,
967,2018-2019,10/17/18 12:30 PM,"hall, pushed student again.  Support escorted to timeout.",Intervention: Time Out (minutes),,,
968,,,"Flopped in hall. Given direction, became aggressive towards staff.",,,,
969,2018-2019,1/8/19 2:13 PM,Escorted to time out by support.,Intervention: Time Out (minutes),,,
970,,,While in speech n was upset because he wants free time. When,,,,
971,2018-2019,1/11/19 9:32 AM,staff stated speech was over he became aggressive towards staff.,Intervention: Time Out (minutes),,,
972,,,After  left time out he wanted to return to speech.  When staff,,,,
973,2018-2019,1/11/19 9:45 AM,explained that speech was over he became aggressive towards staff.,Intervention: Time Out (minutes),,,
974,,,"Had difficulty transitioning from time out, became frustrated.",,,,
975,2018-2019,1/11/19 10:08 AM,Resulting aggression towards staff.,Intervention: Time Out (minutes),,,
976,,,During math  was distracted he was asked to focus ad class,,,,
977,,,was moving on to next page. He was upset and was unsafe in the,,,,
978,2018-2019,1/14/19 9:35 AM,class.,Intervention: Time Out (minutes),,,
979,,,Being disruptive during group counseling and was asked to return to,,,,
980,,,his deck or take sometime outside the class.  He began hitting and,,,,
981,2018-2019,1/14/19 11:25 AM,kicking staff.,Intervention: Time Out (minutes),,,
982,,,During science he was prompted to move to a new section in the,,,,
983,,,book. He became upset by this became physically aggressive towards,,,,
984,2018-2019,1/15/19 10:27 AM,staff. Support called.,Intervention: Time Out (minutes),,,
985,,,Did not get what he wanted and became physical with staff. Support,,,,
986,2018-2019,1/23/19 9:57 AM,called and escorted to time out.,Intervention: Time Out (minutes),,,
987,,,During Math class he was not following directions. He became unsafe,,,,
988,2018-2019,1/24/19 10:00 AM,and aggressive with staff,Intervention: Time Out (minutes),,,
989,,,Instructed to use bathroom before free time. Staff misunderstood him,,,,
990,2018-2019,1/24/19 11:15 AM,and he got aggressive with them.,Intervention: Time Out (minutes),,,
991,,,In the nurse's office staff prompted him to use bathroom. He started,,,,
992,2018-2019,1/24/19 1:55 PM,hitting things in the class and going after staff. Support called.,Intervention: Time Out (minutes),,,
993,,,During transition he became unsafe and aggressive towards staff and,,,,
994,2018-2019,1/25/19 10:05 AM,support,Intervention: Time Out (minutes),,,
995,,,While in the birds nest. Having trouble transitioning to class. He was,,,,
996,2018-2019,2/1/19 8:33 AM,unsafe and aggressive towards staff. Support called.,Intervention: Time Out (minutes),,,
997,,,Was asked to sit in hall until he was ready to return to class. Unsafe,,,,
998,2018-2019,2/1/19 9:47 AM,and aggressive towards staff.,Intervention: Time Out (minutes),,,
999,,,While  was working with staff and he became aggressive.,,,,
1000,2018-2019,2/1/19 11:10 AM,Support intervened.,Intervention: Time Out (minutes),,,
1001,2018-2019,,"2/4/19 9:10 AM He was being unsafe , Support called, escorted to timeout.",Intervention: Time Out (minutes),,,
1002,2018-2019,2/4/19 10:30 AM,was being unsafe. Support called.,Intervention: Time Out (minutes),,,
1003,2018-2019,2/5/19 10:17 AM Hitting staff. Support called.,,Intervention: Time Out (minutes),,,
1004,,,was unsafe in the nurse's office. Support called because of,,,,
1005,2018-2019,2/6/19 8:20 AM,physical aggression towards staff.,Intervention: Time Out (minutes),,,
1006,,,While walking in hall another student said somethin Holden,,,,
1007,2018-2019,2/6/19 12:35 PM,became physically aggressive.,Intervention: Time Out (minutes),,,
1008,,,While doing I ready he was frustrated and slammed the computer.,,,,
1009,2018-2019,2/6/19 1:15 PM,Became physically aggressive.,Intervention: Time Out (minutes),,,
1010,2018-2019,,"2/7/19 9:45 AM He returned to class, physically aggressive toward staff",Intervention: Time Out (minutes),,,
1011,,,While in the bird nest he was upset free time was over. Physically,,,,
1012,2018-2019,2/11/19 8:25 AM,aggressive with staff.,Intervention: Time Out (minutes),,,
1013,,,While staff was working with him on a compliance task he got,,,,
1014,2018-2019,2/11/19 9:43 AM,physically aggressive towards staff.,Intervention: Time Out (minutes),,,
1015,2018-2019,,2/11/19 10:38 AM Refusing to leave OT and was physically aggressive towards staff.,Intervention: Time Out (minutes),,,
1016,,,During group counseling he was non compliant and physically,,,,
1017,2018-2019,2/11/19 11:24 AM,aggressive towards staff.,Intervention: Time Out (minutes),,,
1018,2018-2019,2/13/19 9:49 AM,became physically aggressive. Support called.,Intervention: Time Out (minutes),,,
1019,2018-2019,2/14/19 9:45 AM,was physically aggressive towards staff.  Support called.,Intervention: Time Out (minutes),,,
1020,2018-2019,2/14/19 10:07 AM,was upset in counseling. Physically aggrieve with staff.,Intervention: Time Out (minutes),,,
1021,2018-2019,2/27/19 8:58 AM,was being unsafe towards staff. Support called.,Intervention: Time Out (minutes),,,
1022,,,During Music  was being non compliant and disruptive during,,,,
1023,,,"class, after being prompted several times to follow directions he was",,,,
1024,2018-2019,2/27/19 1:55 PM,asked to leave.,Intervention: Time Out (minutes),,,
1025,2018-2019,,2/28/19 8:31 AM He entered the class and was aggressive toward students.,Intervention: Time Out (minutes),,,
1026,,,In tech he was non compliant and then was aggressive toward staff.,,,,
1027,2018-2019,2/28/19 12:15 PM,Support called.,Intervention: Time Out (minutes),,,
1028,,,"was aggressive towards staff during LLI. Support called, time",,,,
1029,2018-2019,3/4/19 8:58 AM,out.,Intervention: Time Out (minutes),,,
1030,2018-2019,,"3/7/19 10:50 AM Unsafe in speech. Support called, escorted to timeout.",Intervention: Time Out (minutes),,,
